number,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,inst.started,instructions.started,ready.started,inst.stopped,fixation.started,fix.started,fixation.stopped,sti.started,text.started,key_resp.started,sti.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,End.started,endding.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,f,69,5,8,f,1,0.6186648001894355,None,8,5,69,4,114.25060990033671,,,,,,114.23532150033861,114.25060990033671,114.74954800028354,114.75096080033109,115.24864620016888,115.24864620016888,115.88153060013428,f,1,0.6186648001894355,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,70,6,8,j,1,0.4601422003470361,None,8,6,70,0,115.89714630041271,,,,,,115.88167330017313,115.89714630041271,116.39670560043305,116.39815740007907,116.89512480003759,116.89512480003759,117.36215910036117,j,1,0.4601422003470361,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,71,7,8,f,1,0.6333799003623426,None,8,7,71,5,117.37735510012135,,,,,,117.36232480034232,117.37735510012135,117.86037690006196,117.86201890045777,118.3751577003859,118.3751577003859,119.02496300032362,f,1,0.6333799003623426,None,117.87672710046172,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,72,0,9,f,1,0.5006862999871373,None,9,0,72,6,119.04046090040356,,,,,,119.0251167002134,119.04046090040356,119.52353720040992,119.52488340018317,120.03845790028572,120.03845790028572,120.55510830041021,f,1,0.5006862999871373,None,119.53946170024574,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,73,1,9,j,1,0.5365261002443731,None,9,1,73,3,120.57057910040021,,,,,,120.5552522004582,120.57057910040021,121.06949040014297,121.0708446004428,121.56849250011146,121.56849250011146,122.11829610029235,j,1,0.5365261002443731,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,74,2,9,f,1,0.5932638999074697,None,9,2,74,5,122.13410780020058,,,,,,122.11844300013036,122.13410780020058,122.63285460043699,122.63442370016128,123.13180690025911,123.13180690025911,123.73146050004289,f,1,0.5932638999074697,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,75,3,9,j,1,0.5479582999832928,None,9,3,75,2,123.74703340046108,,,,,,123.73160660034046,123.74703340046108,124.22988760005683,124.2314083003439,124.74500450026244,124.74500450026244,125.29514980036765,j,1,0.5479582999832928,None,124.24602840002626,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,76,4,9,f,1,0.615023999940604,None,9,4,76,4,125.3105343002826,,,,,,125.29530570004135,125.3105343002826,125.80936810001731,125.81071930006146,126.30839530006051,126.30839530006051,126.92500889999792,f,1,0.615023999940604,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,77,5,9,j,1,0.48273849999532104,None,9,5,77,0,126.940238900017,,,,,,126.92515610018745,126.940238900017,127.42341990023851,127.42510570026934,127.93826480023563,127.93826480023563,128.42232530005276,j,1,0.48273849999532104,None,127.43929840018973,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,78,6,9,f,1,0.5749373002909124,None,9,6,78,7,128.43707740027457,,,,,,128.42250930005684,128.43707740027457,128.9202102003619,128.92153720045462,129.43537960015237,129.43537960015237,130.01811850024387,f,1,0.5749373002909124,None,128.93604330020025,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,79,7,9,j,1,0.41560619976371527,None,9,7,79,1,130.03375780023634,,,,,,130.0182657004334,130.03375780023634,130.53268500044942,130.5340487002395,131.03170010028407,131.03170010028407,131.44908780045807,j,1,0.41560619976371527,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,80,0,10,f,1,0.48441380029544234,None,10,0,80,6,131.4639898003079,,,,,,131.44935220014304,131.4639898003079,131.94687280012295,131.94836290040985,132.4617766002193,132.4617766002193,132.9618115001358,f,1,0.48441380029544234,None,131.96288840007037,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,81,1,10,j,1,0.4742152998223901,None,10,1,81,1,132.97718750033528,,,,,,132.96196230035275,132.97718750033528,133.46022570040077,133.4615810001269,133.97533860011026,133.97533860011026,134.4586323001422,j,1,0.4742152998223901,None,133.4762716004625,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,82,2,10,j,1,0.6649563000537455,None,10,2,82,0,134.4741867003031,,,,,,134.45877470029518,134.4741867003031,134.9571576002054,134.9591045002453,135.4723911001347,135.4723911001347,136.13833940029144,j,1,0.6649563000537455,None,134.97332110023126,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,83,3,10,j,1,0.5731902997940779,None,10,3,83,3,136.15394730027765,,,,,,136.13848790014163,136.15394730027765,136.65310510015115,136.65447210008278,137.151909600012,137.151909600012,137.7349681002088,j,1,0.5731902997940779,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,84,4,10,f,1,0.6314238999038935,None,10,4,84,4,137.75058680027723,,,,,,137.7351083001122,137.75058680027723,138.23362800013274,138.23527070041746,138.74855960020795,138.74855960020795,139.38163600023836,f,1,0.6314238999038935,None,138.24991300003603,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,85,5,10,f,1,0.8470697999000549,None,10,5,85,7,139.39719170005992,,,,,,139.38179490016773,139.39719170005992,139.8960086000152,139.89734270004556,140.39508950011805,140.39508950011805,141.24443340022117,f,1,0.8470697999000549,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,86,6,10,j,1,1.1439342997036874,None,10,6,86,2,141.26012910017744,,,,,,141.2445823000744,141.26012910017744,141.75873370002955,141.7600821000524,142.25789910042658,142.25789910042658,143.40613070037216,j,1,1.1439342997036874,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,87,7,10,f,1,1.3063477999530733,None,10,7,87,5,143.422075800132,,,,,,143.4062802004628,143.422075800132,143.920707100071,143.92208000039682,144.4198115002364,144.4198115002364,145.73447410017252,f,1,1.3063477999530733,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,88,0,11,j,1,0.7074628002010286,None,11,0,88,3,145.75032190000638,,,,,,145.7346173003316,145.75032190000638,146.24916660040617,146.2506358004175,146.74848040007055,146.74848040007055,147.46440170006827,j,1,0.7074628002010286,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,89,1,11,j,1,0.5052932999096811,None,11,1,89,2,147.4800308002159,,,,,,147.46456160023808,147.4800308002159,147.97887600027025,147.9802422001958,148.47778210043907,148.47778210043907,148.99440480023623,j,1,0.5052932999096811,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,90,2,11,j,1,0.5542580001056194,None,11,2,90,1,149.00980850029737,,,,,,148.99456540029496,149.00980850029737,149.49281860003248,149.49476490030065,150.00791640020907,150.00791640020907,150.57469540042803,j,1,0.5542580001056194,None,149.509002300445,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,91,3,11,f,1,0.5175242000259459,None,11,3,91,5,150.58998110005632,,,,,,150.57482660003006,150.58998110005632,151.08885310031474,151.09030340006575,151.58766650035977,151.58766650035977,152.12104260036722,f,1,0.5175242000259459,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,92,4,11,j,1,0.5205274000763893,None,11,4,92,0,152.13649530010298,,,,,,152.12120540020987,152.13649530010298,152.6198359001428,152.62133100023493,153.13459100015461,153.13459100015461,153.66773280035704,j,1,0.5205274000763893,None,152.63560790009797,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,93,5,11,f,1,1.5558255002833903,None,11,5,93,7,153.68322950042784,,,,,,153.66790180001408,153.68322950042784,154.16674460005015,154.16825880017132,154.68157890019938,154.68157890019938,156.2458137003705,f,1,1.5558255002833903,None,154.1821602000855,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,94,6,11,f,1,0.7750841998495162,None,11,6,94,4,156.26127300038934,,,,,,156.24597880011424,156.26127300038934,156.7602234003134,156.76170750008896,157.2592617003247,157.2592617003247,158.0419140001759,f,1,0.7750841998495162,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,95,7,11,f,1,0.5868621999397874,None,11,7,95,6,158.05738830007613,,,,,,158.0420482000336,158.05738830007613,158.5564756002277,158.55782390013337,159.05522850016132,159.05522850016132,159.65519830025733,f,1,0.5868621999397874,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,96,0,12,j,1,0.5480986000038683,None,12,0,96,1,159.6708901003003,,,,,,159.655337900389,159.6708901003003,160.16961270011961,160.17105760006234,160.66848160000518,160.66848160000518,161.21868280041963,j,1,0.5480986000038683,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,97,1,12,f,1,0.7433017999865115,None,12,1,97,7,161.23396350024268,,,,,,161.2188455001451,161.23396350024268,161.732667400036,161.7341414000839,162.2320357002318,162.2320357002318,162.9809679002501,f,1,0.7433017999865115,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,98,2,12,j,1,0.5286513003520668,None,12,2,98,3,162.99676370015368,,,,,,162.98113620001823,162.99676370015368,163.47973320027813,163.48154910001904,163.99472710024565,163.99472710024565,164.52786480030045,j,1,0.5286513003520668,None,163.49571210006252,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,99,3,12,f,1,0.6413449002429843,None,12,3,99,4,164.54343930026516,,,,,,164.52800800045952,164.54343930026516,165.02643040008843,165.0278005003929,165.54179640021175,165.54179640021175,166.1911108000204,f,1,0.6413449002429843,None,165.04236210044473,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,100,4,12,j,1,0.463160099927336,None,12,4,100,0,166.20679670013487,,,,,,166.19127280032262,166.20679670013487,166.70581570034847,166.70715780043975,167.20456320000812,167.20456320000812,167.6731886002235,j,1,0.463160099927336,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,101,5,12,f,1,1.0287204999476671,None,12,5,101,5,167.6870647002943,,,,,,167.67332460032776,167.6870647002943,168.18595880037174,168.18761460017413,168.68482290022075,168.68482290022075,169.71701050037518,f,1,1.0287204999476671,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,102,6,12,j,1,0.9394427998922765,None,12,6,102,2,169.7323686000891,,,,,,169.71714530000463,169.7323686000891,170.21529900003225,170.21659480035305,170.73027970036492,170.73027970036492,171.67927620001137,j,1,0.9394427998922765,None,170.2314298003912,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,103,7,12,f,1,0.7181743001565337,None,12,7,103,6,171.69494070019573,,,,,,171.6794219003059,171.69494070019573,172.19389850040898,172.19528560014442,172.69275790033862,172.69275790033862,173.425466300454,f,1,0.7181743001565337,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,104,0,13,j,1,0.5602110996842384,None,13,0,104,2,173.4411745001562,,,,,,173.42560520023108,173.4411745001562,173.92404830036685,173.92549260007218,174.43913720035926,174.43913720035926,175.00542710023,j,1,0.5602110996842384,None,173.9405813002959,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,105,1,13,j,1,0.6361402999609709,None,13,1,105,1,175.02116140024737,,,,,,175.00556260021403,175.02116140024737,175.52014930034056,175.52151660015807,176.01907430030406,176.01907430030406,176.66912830015644,j,1,0.6361402999609709,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,106,2,13,f,1,0.8262741998769343,None,13,2,106,5,176.68450980028138,,,,,,176.66933800000697,176.68450980028138,177.18322440003976,177.1848752000369,177.68213160010055,177.68213160010055,178.51487230043858,f,1,0.8262741998769343,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,107,3,13,f,1,0.5698227002285421,None,13,3,107,6,178.53043900011107,,,,,,178.51503550028428,178.53043900011107,179.01335330028087,179.0150101003237,179.52845750004053,179.52845750004053,180.11127700004727,f,1,0.5698227002285421,None,179.02942940033972,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,108,4,13,f,1,0.49581569992005825,None,13,4,108,7,180.1270463000983,,,,,,180.11142580024898,180.1270463000983,180.6102437004447,180.61193090025336,181.12503830017522,181.12503830017522,181.6248945002444,f,1,0.49581569992005825,None,180.62595430016518,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,109,5,13,f,1,0.5629556998610497,None,13,5,109,4,181.64067050023004,,,,,,181.62506320001557,181.64067050023004,182.1394646000117,182.14081210037693,182.63841650029644,182.63841650029644,183.20464610029012,f,1,0.5629556998610497,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,110,6,13,j,1,0.5173158999532461,None,13,6,110,3,183.22039460018277,,,,,,183.2047871001996,183.22039460018277,183.70339000038803,183.70473240036517,184.2182799000293,184.2182799000293,184.75131090031937,j,1,0.5173158999532461,None,183.7194165000692,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,111,7,13,j,1,0.51264030020684,None,13,7,111,0,184.76708260038868,,,,,,184.75145700015128,184.76708260038868,185.25002660043538,185.25157560035586,185.76496670022607,185.76496670022607,186.28219740046188,j,1,0.51264030020684,None,185.2661596001126,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,112,0,14,f,1,0.8070657001808286,None,14,0,112,4,186.29723100038245,,,,,,186.28233890002593,186.29723100038245,186.78024690039456,186.78154300013557,187.29530060011894,187.29530060011894,188.11116000032052,f,1,0.8070657001808286,None,186.79612650023773,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,113,1,14,f,1,0.7078361003659666,None,14,1,113,7,188.1267682001926,,,,,,188.11134370043874,188.1267682001926,188.6098173004575,188.61141500016674,189.12473120028153,189.12473120028153,189.84099740022793,f,1,0.7078361003659666,None,188.62556430045515,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,114,2,14,j,1,0.4547747001051903,None,14,2,114,0,189.85643760021776,,,,,,189.84117680042982,189.85643760021776,190.35545940045267,190.35737090045586,190.85422370024025,190.85422370024025,191.32108920020983,j,1,0.4547747001051903,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,115,3,14,j,1,0.5510406997054815,None,14,3,115,3,191.33678210014477,,,,,,191.32126490026712,191.33678210014477,191.8356282003224,191.8369939001277,192.3343312004581,192.3343312004581,192.9006789000705,j,1,0.5510406997054815,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,116,4,14,j,1,0.5388750000856817,None,14,4,116,2,192.91636960022151,,,,,,192.90084380004555,192.91636960022151,193.39923110045493,193.40075640007854,193.91434760019183,193.91434760019183,194.46389800030738,j,1,0.5388750000856817,None,193.4152591000311,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,117,5,14,j,1,0.41947960015386343,None,14,5,117,1,194.479618600104,,,,,,194.46404360001907,194.479618600104,194.96270870044827,194.9643072001636,195.4779341001995,195.4779341001995,195.9110106001608,j,1,0.41947960015386343,None,194.97878540027887,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,118,6,14,f,1,0.5750755998305976,None,14,6,118,6,195.9265904002823,,,,,,195.91115540033206,195.9265904002823,196.40955930016935,196.41102610016242,196.92500920034945,196.92500920034945,197.5088557000272,f,1,0.5750755998305976,None,196.42563270032406,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,119,7,14,f,1,0.5767270997166634,None,14,7,119,5,197.52350570028648,,,,,,197.50902430014685,197.52350570028648,198.0226308000274,198.02396340016276,198.52121290005744,198.52121290005744,199.10400590021163,f,1,0.5767270997166634,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,120,0,15,j,1,0.6342223999090493,None,15,0,120,1,199.1200432004407,,,,,,199.10414750035852,199.1200432004407,199.6191262002103,199.6205014004372,200.1177405002527,200.1177405002527,200.7672434002161,j,1,0.6342223999090493,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,121,1,15,j,1,0.5848925998434424,None,15,1,121,0,200.78321960009634,,,,,,200.76738400012255,200.78321960009634,201.28192630037665,201.2832754002884,201.78078840021044,201.78078840021044,202.38071590010077,j,1,0.5848925998434424,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,122,2,15,f,1,0.5651143002323806,None,15,2,122,5,202.39633500017226,,,,,,202.38087850017473,202.39633500017226,202.89525480009615,202.8969530002214,203.3941950001754,203.3941950001754,203.96067300019786,f,1,0.5651143002323806,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,123,3,15,f,1,0.567340699955821,None,15,3,123,6,203.97601830027997,,,,,,203.96081810025498,203.97601830027997,204.4588600001298,204.46019710041583,204.9741067001596,204.9741067001596,205.55749180028215,f,1,0.567340699955821,None,204.4749142001383,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,124,4,15,f,1,0.5751820001751184,None,15,4,124,7,205.5729971001856,,,,,,205.5576532999985,205.5729971001856,206.05589540023357,206.05750440014526,206.5709054004401,206.5709054004401,207.15365470014513,f,1,0.5751820001751184,None,206.07186440005898,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,125,5,15,f,1,0.8650728999637067,None,15,5,125,4,207.16936920024455,,,,,,207.15380780026317,207.16936920024455,207.65242880024016,207.65379970008507,208.16729110013694,208.16729110013694,209.0335253002122,f,1,0.8650728999637067,None,207.66878280043602,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,126,6,15,j,1,0.743359399959445,None,15,6,126,3,209.04880800005049,,,,,,209.03368950029835,209.04880800005049,209.53189520025626,209.53349750023335,210.04672530014068,210.04672530014068,210.79597510024905,j,1,0.743359399959445,None,209.5477136000991,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,127,7,15,j,1,0.6052728998474777,None,15,7,127,2,210.8116181003861,,,,,,210.79613730031997,210.8116181003861,211.31064810045063,211.31211080029607,211.80965610034764,211.80965610034764,212.42610730044544,j,1,0.6052728998474777,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,128,0,16,j,1,0.5250459001399577,None,16,0,128,0,212.44155090022832,,,,,,212.42628260003403,212.44155090022832,212.92465140018612,212.9259948004037,213.4393424000591,213.4393424000591,213.9725519004278,j,1,0.5250459001399577,None,212.94061260018498,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,129,1,16,f,1,0.5919937998987734,None,16,1,129,7,213.98814520007,,,,,,213.97272050008178,213.98814520007,214.48714970005676,214.48963510012254,214.98611910035834,214.98611910035834,215.58607770036906,f,1,0.5919937998987734,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,130,2,16,j,1,0.8769441000185907,None,16,2,130,3,215.6015950003639,,,,,,215.58623940031976,215.6015950003639,216.10041320044547,216.10205660015345,216.5994027000852,216.5994027000852,217.48178310040385,j,1,0.8769441000185907,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,131,3,16,j,1,0.5352492001838982,None,16,3,131,2,217.49721410032362,,,,,,217.48192390007898,217.49721410032362,217.98018010007218,217.9815713004209,218.49541690014303,218.49541690014303,219.04533620039,j,1,0.5352492001838982,None,217.99621310038492,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,132,4,16,f,1,0.472038300242275,None,16,4,132,6,219.06065710028633,,,,,,219.04547960031778,219.06065710028633,219.5459013003856,219.54894020035863,220.05867210030556,220.05867210030556,220.54184060031548,f,1,0.472038300242275,None,219.56053390027955,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,133,5,16,f,1,0.6790530001744628,None,16,5,133,4,220.55848450027406,,,,,,220.54198540002108,220.55848450027406,221.05648090038449,221.05781910009682,221.5554979001172,221.5554979001172,222.2383748004213,f,1,0.6790530001744628,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,134,6,16,f,1,0.5938522000797093,None,16,6,134,5,222.2540711001493,,,,,,222.23853810038418,222.2540711001493,222.75285460008308,222.7542319004424,223.25183680001646,223.25183680001646,223.85167250037193,f,1,0.5938522000797093,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,135,7,16,j,1,0.5270594996400177,None,16,7,135,1,223.86709820013493,,,,,,223.8518061004579,223.86709820013493,224.3500231001526,224.351348800119,224.86502200039104,224.86502200039104,225.39813680015504,j,1,0.5270594996400177,None,224.36589530017227,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,136,0,17,j,1,0.44236950017511845,None,17,0,136,1,225.41385150002316,,,,,,225.39829220017418,225.41385150002316,225.9127500001341,225.91409470001236,226.41176280006766,226.41176280006766,226.86210980033502,j,1,0.44236950017511845,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,137,1,17,j,1,0.42723439959809184,None,17,1,137,3,226.8773177000694,,,,,,226.8622961002402,226.8773177000694,227.37637260043994,227.3777876002714,227.87516809999943,227.87516809999943,228.30876420019194,j,1,0.42723439959809184,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,138,2,17,f,1,0.4988292003981769,None,17,2,138,6,228.32428300008178,,,,,,228.30890010017902,228.32428300008178,228.80770770041272,228.80933740036562,229.3220598003827,229.3220598003827,229.8230556002818,f,1,0.4988292003981769,None,228.82318649999797,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,139,3,17,j,1,0.5294236000627279,None,17,3,139,0,229.83785890042782,,,,,,229.82323600025848,229.83785890042782,230.33664430025965,230.33803650038317,230.83568650018424,230.83568650018424,231.3686444000341,j,1,0.5294236000627279,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
