number,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,inst.started,instructions.started,ready.started,inst.stopped,fixation.started,fix.started,fixation.stopped,sti.started,text.started,key_resp.started,sti.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,End.started,endding.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,f,9,1,1,f,1,0.46948409965261817,None,1,1,9,4,19.918336300179362,,,,,,19.90275920042768,19.918336300179362,20.417272600345314,20.41864850046113,20.916201800107956,20.916201800107956,21.399734700098634,f,1,0.46948409965261817,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,10,2,1,j,1,0.4873615000396967,None,1,2,10,3,21.41510930005461,,,,,,21.399869400076568,21.41510930005461,21.914129900280386,21.915471200365573,22.413087600376457,22.413087600376457,22.913144500460476,j,1,0.4873615000396967,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,11,3,1,j,1,0.43678609980270267,None,1,3,11,0,22.928674900438637,,,,,,22.913331900257617,22.928674900438637,23.427610400132835,23.42908710008487,23.926557600032538,23.926557600032538,24.376556900329888,j,1,0.43678609980270267,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,12,4,1,f,1,0.5436876998282969,None,1,4,12,7,24.392261600121856,,,,,,24.376722500193864,24.392261600121856,24.891139500308782,24.892816100269556,25.39007340045646,25.39007340045646,25.939961600117385,f,1,0.5436876998282969,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,13,5,1,j,1,0.5046215001493692,None,1,5,13,1,25.95570380007848,,,,,,25.940130000002682,25.95570380007848,26.454490900039673,26.45583810005337,26.953405800275505,26.953405800275505,27.469861600082368,j,1,0.5046215001493692,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,14,6,1,f,1,0.6564056002534926,None,1,6,14,5,27.485413300339133,,,,,,27.47000900004059,27.485413300339133,27.96850090008229,27.969838600140065,28.483521700371057,28.483521700371057,29.14985610032454,f,1,0.6564056002534926,None,27.984670500271022,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,15,7,1,j,1,0.46940760035067797,None,1,7,15,2,29.16530800005421,,,,,,29.15000620018691,29.16530800005421,29.64849180029705,29.64983110036701,30.163306600414217,30.163306600414217,30.646414500195533,j,1,0.46940760035067797,None,29.66436760034412,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,16,0,2,j,1,0.602473100181669,None,2,0,16,1,30.66237880010158,,,,,,30.64656630018726,30.66237880010158,31.161154800094664,31.162604600191116,31.66017200006172,31.66017200006172,32.277663400396705,j,1,0.602473100181669,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,17,1,2,f,1,0.5272049000486732,None,2,1,17,5,32.29198580002412,,,,,,32.27781430026516,32.29198580002412,32.7911725002341,32.79271930037066,33.290250200312585,33.290250200312585,33.82313090004027,f,1,0.5272049000486732,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,18,2,2,j,1,0.6586087001487613,None,2,2,18,2,33.838921000249684,,,,,,33.82327690022066,33.838921000249684,34.33766160020605,34.339026000350714,34.83694460010156,34.83694460010156,35.502725100144744,j,1,0.6586087001487613,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,19,3,2,j,1,0.621246200054884,None,2,3,19,0,35.518550800159574,,,,,,35.502904100343585,35.518550800159574,36.017580000218004,36.01912390021607,36.5163974002935,36.5163974002935,37.14918450033292,j,1,0.621246200054884,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,20,4,2,f,1,0.49842229997739196,None,2,4,20,4,37.16477380041033,,,,,,37.14934440003708,37.16477380041033,37.647869100328535,37.649629400111735,38.16283100005239,38.16283100005239,38.66289080027491,f,1,0.49842229997739196,None,37.66381450043991,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,21,5,2,f,1,0.5215398999862373,None,2,5,21,6,38.678177300374955,,,,,,38.663035600446165,38.678177300374955,39.162106700241566,39.16491010040045,39.67640900006518,39.67640900006518,40.20946510042995,f,1,0.5215398999862373,None,39.19097530003637,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,22,6,2,j,1,0.4419161998666823,None,2,6,22,3,40.22511740028858,,,,,,40.209612500388175,40.22511740028858,40.72407010011375,40.72553830035031,41.22309360001236,41.22309360001236,41.672907300293446,j,1,0.4419161998666823,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,23,7,2,f,1,0.48087979992851615,None,2,7,23,7,41.688840200193226,,,,,,41.673062400426716,41.688840200193226,42.18781470041722,42.18938530003652,42.68671000003815,42.68671000003815,43.17005920037627,f,1,0.48087979992851615,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,24,0,3,j,1,0.4253337997943163,None,3,0,24,1,43.18550390005112,,,,,,43.17022870015353,43.18550390005112,43.68450620025396,43.685849600005895,44.18321350030601,44.18321350030601,44.6166691002436,j,1,0.4253337997943163,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,25,1,3,f,1,0.6423659999854863,None,3,1,25,4,44.632423100061715,,,,,,44.61682490026578,44.632423100061715,45.131399400066584,45.132743400055915,45.63023140002042,45.63023140002042,46.279990000184625,f,1,0.6423659999854863,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,26,2,3,f,1,0.8536654999479651,None,3,2,26,5,46.29549860022962,,,,,,46.28014160040766,46.29549860022962,46.79431250039488,46.79565480025485,47.29334840038791,47.29334840038791,48.159166800323874,f,1,0.8536654999479651,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,27,3,3,j,1,0.4730070000514388,None,3,3,27,2,48.17477390030399,,,,,,48.15931640006602,48.17477390030399,48.67382450029254,48.67515950044617,49.172875500284135,49.172875500284135,49.65590720018372,j,1,0.4730070000514388,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,28,4,3,f,1,0.45430639991536736,None,3,4,28,6,49.67154320003465,,,,,,49.656051700003445,49.67154320003465,50.15440920041874,50.156060200184584,50.669924000278115,50.669924000278115,51.136005400214344,f,1,0.45430639991536736,None,50.170594200026244,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,29,5,3,f,1,0.44564890023320913,None,3,5,29,7,51.15166380023584,,,,,,51.13616540003568,51.15166380023584,51.6347698001191,51.63609620044008,52.14973000017926,52.14973000017926,52.599552700296044,f,1,0.44564890023320913,None,51.65072080027312,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,30,6,3,j,1,0.4588617002591491,None,3,6,30,0,52.615397800225765,,,,,,52.599690300412476,52.615397800225765,53.11416650004685,53.11554730031639,53.613186500035226,53.613186500035226,54.08002460002899,j,1,0.4588617002591491,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,31,7,3,j,1,0.7870384999550879,None,3,7,31,3,54.095629300456494,,,,,,54.080185000319034,54.095629300456494,54.59458770044148,54.59598260000348,55.093433500267565,55.093433500267565,55.89271490043029,j,1,0.7870384999550879,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,32,0,4,f,0,0.5432497002184391,None,4,0,32,0,55.90844860021025,,,,,,55.892875500023365,55.90844860021025,56.407291900366545,56.408635600004345,56.906178400386125,56.906178400386125,57.45598030043766,f,0,0.5432497002184391,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,33,1,4,f,1,0.6930124000646174,None,4,1,33,6,57.471777100116014,,,,,,57.45612290035933,57.471777100116014,57.97059930022806,57.971966500394046,58.46961310040206,58.46961310040206,59.16929640015587,f,1,0.6930124000646174,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,34,2,4,f,1,0.4913993999361992,None,4,2,34,7,59.18479570001364,,,,,,59.16946540027857,59.18479570001364,59.683888600207865,59.68523310031742,60.18281860044226,60.18281860044226,60.682637800462544,f,1,0.4913993999361992,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,35,3,4,j,1,0.5133588002063334,None,4,3,35,1,60.69800910027698,,,,,,60.68278310028836,60.69800910027698,61.1809344002977,61.18224700028077,61.696367600001395,61.696367600001395,62.21264380030334,j,1,0.5133588002063334,None,61.196998100262135,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,36,4,4,f,1,0.604757399763912,None,4,4,36,4,62.228260500356555,,,,,,62.21281150029972,62.228260500356555,62.727391000371426,62.72930030012503,63.22619490046054,63.22619490046054,63.84252300020307,f,1,0.604757399763912,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,37,5,4,j,1,0.5949169998057187,None,4,5,37,3,63.858134200330824,,,,,,63.84268240025267,63.858134200330824,64.34144430002198,64.34288240037858,64.85597560042515,64.85597560042515,65.45576460007578,j,1,0.5949169998057187,None,64.3572574001737,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,38,6,4,j,1,0.5715741999447346,None,4,6,38,2,65.47132950043306,,,,,,65.45591710042208,65.47132950043306,65.9702378003858,65.97165930038318,66.46925800014287,66.46925800014287,67.05210350034758,j,1,0.5715741999447346,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,39,7,4,f,1,1.15595080005005,None,4,7,39,5,67.06780830025673,,,,,,67.05225710012019,67.06780830025673,67.55075250007212,67.55216230032966,68.06588250026107,68.06588250026107,69.23173520015553,f,1,1.15595080005005,None,67.56683780020103,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,40,0,5,j,1,0.5892350003123283,None,5,0,40,1,69.24665820039809,,,,,,69.231903700158,69.24665820039809,69.74556480022147,69.74691720027477,70.24461140017956,70.24461140017956,70.84410890005529,j,1,0.5892350003123283,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,41,1,5,j,1,0.526355900336057,None,5,1,41,2,70.85985840018839,,,,,,70.8442681003362,70.85985840018839,71.34305180003867,71.3444499000907,71.85753440018743,71.85753440018743,72.39089200040326,j,1,0.526355900336057,None,71.35874730022624,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,42,2,5,f,1,0.5861908998340368,None,5,2,42,4,72.40653230017051,,,,,,72.39103560009971,72.40653230017051,72.90526250004768,72.90661930013448,73.40431050024927,73.40431050024927,74.00426230020821,f,1,0.5861908998340368,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,43,3,5,f,1,0.5272510000504553,None,5,3,43,7,74.01978270011023,,,,,,74.00444580009207,74.01978270011023,74.50278220046312,74.5041400003247,75.01777970045805,75.01777970045805,75.550915800035,f,1,0.5272510000504553,None,74.51881910022348,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,44,4,5,f,1,0.5087541001848876,None,5,4,44,6,75.56635620025918,,,,,,75.5510595003143,75.56635620025918,76.06546680023894,76.06724610039964,76.5644512004219,76.5644512004219,77.08109510038048,f,1,0.5087541001848876,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,45,5,5,j,1,0.49936800030991435,None,5,5,45,3,77.09667940018699,,,,,,77.08127380022779,77.09667940018699,77.59549560025334,77.59711060021073,78.09467440005392,78.09467440005392,78.61120800022036,j,1,0.49936800030991435,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,46,6,5,f,1,0.5185893997550011,None,5,6,46,5,78.62722230004147,,,,,,78.6113471002318,78.62722230004147,79.12562620034441,79.12710320018232,79.62466760026291,79.62466760026291,80.15744000021368,f,1,0.5185893997550011,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,47,7,5,j,1,0.45574190001934767,None,5,7,47,0,80.17347410041839,,,,,,80.15758220013231,80.17347410041839,80.67223180038854,80.67372040031478,81.17129460023716,81.17129460023716,81.6379157002084,j,1,0.45574190001934767,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,48,0,6,f,1,0.4891476999036968,None,6,0,48,6,81.6534354002215,,,,,,81.63806020002812,81.6534354002215,82.13644660031423,82.13802870037034,82.65160820027813,82.65160820027813,83.15168400015682,f,1,0.4891476999036968,None,82.15266080014408,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,49,1,6,f,1,0.9659791998565197,None,6,1,49,4,83.1669650003314,,,,,,83.15185030037537,83.1669650003314,83.64992100000381,83.65132270008326,84.16482630046085,84.16482630046085,85.1472741002217,f,1,0.9659791998565197,None,83.66575430007651,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,50,2,6,f,0,0.44616950023919344,None,6,2,50,2,85.16256110044196,,,,,,85.14740580040962,85.16256110044196,85.64593670004979,85.64728400018066,86.16042050020769,86.16042050020769,86.61050220020115,f,0,0.44616950023919344,None,85.66160770040005,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,51,3,6,f,1,0.574654399883002,None,6,3,51,7,86.62641210015863,,,,,,86.61064590001479,86.62641210015863,87.12510490044951,87.12650770042092,87.62420530011877,87.62420530011877,88.20833620009944,f,1,0.574654399883002,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,52,4,6,f,1,0.6035526003688574,None,6,4,52,5,88.22282800031826,,,,,,88.20847020018846,88.22282800031826,88.70585130015388,88.7074075001292,89.22076550032943,89.22076550032943,89.83700470020995,f,1,0.6035526003688574,None,88.72200060030445,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,53,5,6,j,1,0.49202309967949986,None,6,5,53,1,89.85272070020437,,,,,,89.83719270024449,89.85272070020437,90.35178470006213,90.35331700043753,90.85061990004033,90.85061990004033,91.35061280010268,j,1,0.49202309967949986,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,54,6,6,j,1,0.5851552998647094,None,6,6,54,3,91.36647000024095,,,,,,91.35077720042318,91.36647000024095,91.86504650022835,91.8663904001005,92.36444160016254,92.36444160016254,92.96375130023807,j,1,0.5851552998647094,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,55,7,6,j,1,0.4865756002254784,None,6,7,55,0,92.97953740041703,,,,,,92.96390110021457,92.97953740041703,93.47838760027662,93.47969590034336,93.97765220003203,93.97765220003203,94.47760580014437,j,1,0.4865756002254784,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,56,0,7,f,1,0.5720850001089275,None,7,0,56,7,94.49286350002512,,,,,,94.4777434002608,94.49286350002512,94.9757401002571,94.97709620045498,95.49067260045558,95.49067260045558,96.07378330035135,f,1,0.5720850001089275,None,94.99182280013338,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,57,1,7,j,1,0.4396983999758959,None,7,1,57,1,96.089562300127,,,,,,96.07396280020475,96.089562300127,96.58823110023513,96.58961090026423,97.08734490023926,97.08734490023926,97.53711440041661,j,1,0.4396983999758959,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,58,2,7,j,1,0.49154660012573004,None,7,2,58,3,97.55310850031674,,,,,,97.53725200006738,97.55310850031674,98.05189450038597,98.05362560041249,98.55079850042239,98.55079850042239,99.05077470000833,j,1,0.49154660012573004,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
6,f,59,3,7,f,1,0.5734403999522328,None,7,3,59,4,99.06628090003505,,,,,,99.05093580018729,99.06628090003505,99.56535690044984,99.56674110004678,100.06428800011054,100.06428800011054,100.64743300015107,f,1,0.5734403999522328,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
1,j,60,4,7,j,1,0.44507590029388666,None,7,4,60,0,100.66305800015107,,,,,,100.64758740039542,100.66305800015107,101.1459499001503,101.14814610034227,101.66091470001265,101.66091470001265,102.11106690019369,j,1,0.44507590029388666,None,101.16234180005267,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,61,5,7,f,1,0.5760987000539899,None,7,5,61,6,102.12663070019335,,,,,,102.11123260017484,102.12663070019335,102.62577880034223,102.62733190041035,103.12438030028716,103.12438030028716,103.70771540002897,f,1,0.5760987000539899,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,62,6,7,j,1,0.4109356999397278,None,7,6,62,2,103.72301610000432,,,,,,103.70786920003593,103.72301610000432,104.20592590002343,104.20730610005558,104.72111740009859,104.72111740009859,105.13817020040005,j,1,0.4109356999397278,None,104.22199230035767,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
7,f,63,7,7,j,0,0.47934089973568916,None,7,7,63,5,105.15352180041373,,,,,,105.1383480001241,105.15352180041373,105.6364847002551,105.63793300045654,106.15163770038635,106.15163770038635,106.63461250020191,j,0,0.47934089973568916,None,105.65224130032584,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
2,j,64,0,8,j,1,0.5364767001010478,None,8,0,64,1,106.65024920040742,,,,,,106.63477470027283,106.65024920040742,107.14920690003783,107.15065130032599,107.648328400217,107.648328400217,108.19799610041082,j,1,0.5364767001010478,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
4,j,65,1,8,j,1,0.4437010996043682,None,8,1,65,3,108.21374500030652,,,,,,108.1981586003676,108.21374500030652,108.6966367000714,108.69808590039611,109.21152010001242,109.21152010001242,109.66149620013312,j,1,0.4437010996043682,None,108.71257560001686,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
8,f,66,2,8,f,1,0.5254970998503268,None,8,2,66,6,109.67698710039258,,,,,,109.66164480010048,109.67698710039258,110.16007380001247,110.16154160024598,110.67551470035687,110.67551470035687,111.20810760045424,f,1,0.5254970998503268,None,110.17607190040872,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
3,j,67,3,8,j,1,0.4486503000371158,None,8,3,67,2,111.22384440014139,,,,,,111.20826930040494,111.22384440014139,111.72271610004827,111.7240816000849,112.22168930014595,112.22168930014595,112.6719044004567,j,1,0.4486503000371158,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
9,f,68,4,8,f,1,0.5365480002947152,None,8,4,68,7,112.68744300026447,,,,,,112.67207070020959,112.68744300026447,113.18636310007423,113.23730020038784,113.68518430041149,113.68518430041149,114.23517950018868,f,1,0.5365480002947152,None,,,,,16,002,2025-02-12_16h56.00.585,3.2.  1.16 psyexp,2024.2.4,60.12050547891787,2025-02-12 16h56.09.052354 +0800,
