2025-02-11 21:11:20,686 - Famous face familar: started
2025-02-11 21:11:30,986 - Famous face familar: end
2025-02-11 21:13:37,615 - Learning-1: started
2025-02-11 21:13:39,280 - reading
2025-02-11 21:13:39,390 - box
2025-02-11 21:13:39,447 - anticipation
2025-02-11 21:13:39,570 - learning_SRPE = -0.5
2025-02-11 21:13:39,677 - encoding
2025-02-11 21:13:39,790 - total_money
2025-02-11 21:13:40,031 - reading
2025-02-11 21:13:40,140 - box
2025-02-11 21:13:40,195 - anticipation
2025-02-11 21:13:40,306 - learning_SRPE = -0.25
2025-02-11 21:13:40,412 - encoding
2025-02-11 21:13:40,517 - total_money
2025-02-11 21:13:40,754 - reading
2025-02-11 21:13:40,862 - box
2025-02-11 21:13:40,918 - anticipation
2025-02-11 21:13:41,030 - learning_SRPE = -0.25
2025-02-11 21:13:41,138 - encoding
2025-02-11 21:13:41,243 - total_money
2025-02-11 21:13:41,481 - reading
2025-02-11 21:13:41,591 - box
2025-02-11 21:13:41,648 - anticipation
2025-02-11 21:13:41,759 - learning_SRPE = -0.25
2025-02-11 21:13:41,865 - encoding
2025-02-11 21:13:41,971 - total_money
2025-02-11 21:13:42,210 - reading
2025-02-11 21:13:42,319 - box
2025-02-11 21:13:42,374 - anticipation
2025-02-11 21:13:42,486 - learning_SRPE = -0.25
2025-02-11 21:13:42,594 - encoding
2025-02-11 21:13:42,698 - total_money
2025-02-11 21:13:42,933 - reading
2025-02-11 21:13:43,042 - box
2025-02-11 21:13:43,098 - anticipation
2025-02-11 21:13:43,209 - learning_SRPE = -0.25
2025-02-11 21:13:43,317 - encoding
2025-02-11 21:13:43,421 - total_money
2025-02-11 21:13:43,657 - reading
2025-02-11 21:13:43,767 - box
2025-02-11 21:13:43,822 - anticipation
2025-02-11 21:13:43,940 - learning_SRPE = 0.75
2025-02-11 21:13:44,047 - encoding
2025-02-11 21:13:44,155 - total_money
2025-02-11 21:13:44,391 - reading
2025-02-11 21:13:44,500 - box
2025-02-11 21:13:44,555 - anticipation
2025-02-11 21:13:44,666 - learning_SRPE = 0.75
2025-02-11 21:13:44,773 - encoding
2025-02-11 21:13:44,883 - total_money
2025-02-11 21:13:45,117 - reading
2025-02-11 21:13:45,228 - box
2025-02-11 21:13:45,284 - anticipation
2025-02-11 21:13:45,398 - learning_SRPE = -0.5
2025-02-11 21:13:45,505 - encoding
2025-02-11 21:13:45,612 - total_money
2025-02-11 21:13:45,842 - reading
2025-02-11 21:13:45,951 - box
2025-02-11 21:13:46,006 - anticipation
2025-02-11 21:13:46,120 - learning_SRPE = 0.5
2025-02-11 21:13:46,226 - encoding
2025-02-11 21:13:46,335 - total_money
2025-02-11 21:13:46,576 - reading
2025-02-11 21:13:46,685 - box
2025-02-11 21:13:46,740 - anticipation
2025-02-11 21:13:46,853 - learning_SRPE = 0.5
2025-02-11 21:13:46,959 - encoding
2025-02-11 21:13:47,066 - total_money
2025-02-11 21:13:47,303 - reading
2025-02-11 21:13:47,411 - box
2025-02-11 21:13:47,467 - anticipation
2025-02-11 21:13:47,583 - learning_SRPE = -0.5
2025-02-11 21:13:47,692 - encoding
2025-02-11 21:13:47,797 - total_money
2025-02-11 21:13:48,034 - reading
2025-02-11 21:13:48,142 - box
2025-02-11 21:13:48,197 - anticipation
2025-02-11 21:13:48,312 - learning_SRPE = 0.0
2025-02-11 21:13:48,419 - encoding
2025-02-11 21:13:48,527 - total_money
2025-02-11 21:13:48,763 - reading
2025-02-11 21:13:48,872 - box
2025-02-11 21:13:48,926 - anticipation
2025-02-11 21:13:49,038 - learning_SRPE = 0.0
2025-02-11 21:13:49,145 - encoding
2025-02-11 21:13:49,254 - total_money
2025-02-11 21:13:49,490 - reading
2025-02-11 21:13:49,599 - box
2025-02-11 21:13:49,656 - anticipation
2025-02-11 21:13:49,767 - learning_SRPE = 0.5
2025-02-11 21:13:49,873 - encoding
2025-02-11 21:13:49,981 - total_money
2025-02-11 21:13:50,217 - reading
2025-02-11 21:13:50,327 - box
2025-02-11 21:13:50,383 - anticipation
2025-02-11 21:13:50,498 - learning_SRPE = -0.5
2025-02-11 21:13:50,606 - encoding
2025-02-11 21:13:50,711 - total_money
2025-02-11 21:13:50,946 - reading
2025-02-11 21:13:51,055 - box
2025-02-11 21:13:51,110 - anticipation
2025-02-11 21:13:51,223 - learning_SRPE = -0.5
2025-02-11 21:13:51,331 - encoding
2025-02-11 21:13:51,437 - total_money
2025-02-11 21:13:51,678 - reading
2025-02-11 21:13:51,786 - box
2025-02-11 21:13:51,841 - anticipation
2025-02-11 21:13:51,957 - learning_SRPE = 0.0
2025-02-11 21:13:52,064 - encoding
2025-02-11 21:13:52,172 - total_money
2025-02-11 21:13:52,407 - reading
2025-02-11 21:13:52,516 - box
2025-02-11 21:13:52,570 - anticipation
2025-02-11 21:13:52,683 - learning_SRPE = 0.75
2025-02-11 21:13:52,790 - encoding
2025-02-11 21:13:52,899 - total_money
2025-02-11 21:13:53,134 - reading
2025-02-11 21:13:53,243 - box
2025-02-11 21:13:53,298 - anticipation
2025-02-11 21:13:53,413 - learning_SRPE = -0.25
2025-02-11 21:13:53,520 - encoding
2025-02-11 21:13:53,626 - total_money
2025-02-11 21:13:53,862 - reading
2025-02-11 21:13:53,971 - box
2025-02-11 21:13:54,027 - anticipation
2025-02-11 21:13:54,141 - learning_SRPE = 0.75
2025-02-11 21:13:54,249 - encoding
2025-02-11 21:13:54,357 - total_money
2025-02-11 21:13:54,591 - reading
2025-02-11 21:13:54,700 - box
2025-02-11 21:13:54,755 - anticipation
2025-02-11 21:13:54,868 - learning_SRPE = -0.25
2025-02-11 21:13:54,975 - encoding
2025-02-11 21:13:55,080 - total_money
2025-02-11 21:13:55,314 - reading
2025-02-11 21:13:55,422 - box
2025-02-11 21:13:55,478 - anticipation
